ph,treatment,disease,Lead,Mercury,Arsenic,Fluoride,Pesticides,Bacteria
7.44,Activated Alumina + Granular Activated Carbon + Reverse Osmosis / Ion Exchange,"Hormonal imbalance, Nervous system damage, Skeletal Fluorosis",1,0,0,1,1,0
9.54,Granular Activated Carbon,Hormonal imbalance,0,0,0,0,1,0
7.95,No treatment needed,Healthy,0,0,0,0,0,0
7.76,Reverse Osmosis / Ion Exchange + UV Sterilization / Chlorination,"Cholera, Typhoid, Nervous system damage",1,0,0,0,0,1
8.92,Consult Specialist / Advanced Filtration,Unknown Contamination Risk,0,1,1,0,1,0
4.4,Activated Alumina + Ion Exchange / Coagulation + UV Sterilization / Chlorination,"Cholera, Typhoid, Skeletal Fluorosis, Skin lesions, Cancer",0,0,1,1,0,1
5.84,pH adjustment (Add Alkaline),Corrosion issues,0,0,0,0,0,0
8.58,Granular Activated Carbon + UV Sterilization / Chlorination,"Cholera, Typhoid, Hormonal imbalance",0,0,0,0,1,1
6.28,Activated Alumina,Skeletal Fluorosis,0,0,0,1,0,0
5.25,pH adjustment (Add Alkaline),Corrosion issues,0,0,0,0,0,0
8.93,pH adjustment (Add Acid),Skin irritation,0,0,0,0,0,0
5.59,Activated Alumina + Activated Carbon Filter + Granular Activated Carbon,"Brain damage, Hormonal imbalance, Skeletal Fluorosis",0,1,0,1,1,0
5.24,UV Sterilization / Chlorination,"Cholera, Typhoid",0,0,0,0,0,1
6.84,No treatment needed,Healthy,0,0,0,0,0,0
8.74,Activated Alumina + Activated Carbon Filter + UV Sterilization / Chlorination,"Brain damage, Cholera, Typhoid, Skeletal Fluorosis",0,1,0,1,0,1
6.97,Granular Activated Carbon + Ion Exchange / Coagulation + Reverse Osmosis / Ion Exchange,"Hormonal imbalance, Nervous system damage, Skin lesions, Cancer",1,0,1,0,1,0
9.62,Reverse Osmosis / Ion Exchange,Nervous system damage,1,0,0,0,0,0
8.49,No treatment needed,Healthy,0,0,0,0,0,0
5.92,Consult Specialist / Advanced Filtration,Unknown Contamination Risk,0,0,1,0,0,1
4.6,Activated Alumina + Activated Carbon Filter + Reverse Osmosis / Ion Exchange,"Brain damage, Nervous system damage, Skeletal Fluorosis",1,1,0,1,0,0
6.36,Activated Carbon Filter + Reverse Osmosis / Ion Exchange + UV Sterilization / Chlorination,"Brain damage, Cholera, Typhoid, Nervous system damage",1,1,0,0,0,1
7.35,No treatment needed,Healthy,0,0,0,0,0,0
7.5,Activated Alumina + Activated Carbon Filter + UV Sterilization / Chlorination,"Brain damage, Cholera, Typhoid, Skeletal Fluorosis",0,1,0,1,0,1
7.55,Activated Alumina + Granular Activated Carbon,"Hormonal imbalance, Skeletal Fluorosis",0,0,0,1,1,0
8.06,Activated Alumina + UV Sterilization / Chlorination,"Cholera, Typhoid, Skeletal Fluorosis",0,0,0,1,0,1
6.24,Activated Alumina,Skeletal Fluorosis,0,0,0,1,0,0
5.06,Consult Specialist / Advanced Filtration,Unknown Contamination Risk,0,0,1,0,1,1
5.49,pH adjustment (Add Alkaline),Corrosion issues,0,0,0,0,0,0
8.38,Granular Activated Carbon,Hormonal imbalance,0,0,0,0,1,0
9.02,Activated Alumina + Ion Exchange / Coagulation,"Skeletal Fluorosis, Skin lesions, Cancer",0,0,1,1,0,0
9.44,Reverse Osmosis / Ion Exchange,Nervous system damage,1,0,0,0,0,0
7.87,Ion Exchange / Coagulation + UV Sterilization / Chlorination,"Cholera, Typhoid, Skin lesions, Cancer",0,0,1,0,0,1
5.35,Activated Alumina,Skeletal Fluorosis,0,0,0,1,0,0
7.62,Reverse Osmosis / Ion Exchange + UV Sterilization / Chlorination,"Cholera, Typhoid, Nervous system damage",1,0,0,0,0,1
9.5,Activated Alumina,Skeletal Fluorosis,0,0,0,1,0,0
7.61,No treatment needed,Healthy,0,0,0,0,0,0
5.74,Activated Carbon Filter + Granular Activated Carbon,"Brain damage, Hormonal imbalance",0,1,0,0,1,0
7.0,Activated Alumina + Ion Exchange / Coagulation,"Skeletal Fluorosis, Skin lesions, Cancer",0,0,1,1,0,0
4.86,Ion Exchange / Coagulation,"Skin lesions, Cancer",0,0,1,0,0,0
5.61,Granular Activated Carbon + UV Sterilization / Chlorination,"Cholera, Typhoid, Hormonal imbalance",0,0,0,0,1,1
9.06,Activated Alumina + Activated Carbon Filter + Granular Activated Carbon,"Brain damage, Hormonal imbalance, Skeletal Fluorosis",0,1,0,1,1,0
8.68,Consult Specialist / Advanced Filtration,Unknown Contamination Risk,0,0,0,0,0,0
8.57,pH adjustment (Add Acid),Skin irritation,0,0,0,0,0,0
8.53,UV Sterilization / Chlorination,"Cholera, Typhoid",0,0,0,0,0,1
7.4,No treatment needed,Healthy,0,0,0,0,0,0
9.85,Ion Exchange / Coagulation + Reverse Osmosis / Ion Exchange,"Nervous system damage, Skin lesions, Cancer",1,0,1,0,0,0
4.92,Activated Alumina,Skeletal Fluorosis,0,0,0,1,0,0
9.48,Reverse Osmosis / Ion Exchange,Nervous system damage,1,0,0,0,0,0
5.66,Consult Specialist / Advanced Filtration,Unknown Contamination Risk,0,1,0,0,0,0
8.16,Activated Carbon Filter,Brain damage,0,1,0,0,0,0
5.7,Activated Alumina + Activated Carbon Filter + Reverse Osmosis / Ion Exchange,"Brain damage, Nervous system damage, Skeletal Fluorosis",1,1,0,1,0,0
8.07,Consult Specialist / Advanced Filtration,Unknown Contamination Risk,0,0,1,0,0,0
8.04,Activated Carbon Filter,Brain damage,0,1,0,0,0,0
6.83,Activated Carbon Filter + Ion Exchange / Coagulation + UV Sterilization / Chlorination,"Brain damage, Cholera, Typhoid, Skin lesions, Cancer",0,1,1,0,0,1
8.21,Reverse Osmosis / Ion Exchange,Nervous system damage,1,0,0,0,0,0
7.47,Reverse Osmosis / Ion Exchange,Nervous system damage,1,0,0,0,0,0
5.91,pH adjustment (Add Alkaline),Corrosion issues,0,0,0,0,0,0
8.69,Activated Carbon Filter,Brain damage,0,1,0,0,0,0
6.94,Activated Alumina + Activated Carbon Filter + Granular Activated Carbon,"Brain damage, Hormonal imbalance, Skeletal Fluorosis",0,1,0,1,1,0
5.23,Activated Carbon Filter + UV Sterilization / Chlorination,"Brain damage, Cholera, Typhoid",0,1,0,0,0,1
6.72,Activated Carbon Filter + UV Sterilization / Chlorination,"Brain damage, Cholera, Typhoid",0,1,0,0,0,1
7.87,Activated Alumina + Granular Activated Carbon + Reverse Osmosis / Ion Exchange,"Hormonal imbalance, Nervous system damage, Skeletal Fluorosis",1,0,0,1,1,0
7.51,Activated Carbon Filter,Brain damage,0,1,0,0,0,0
9.1,pH adjustment (Add Acid),Skin irritation,0,0,0,0,0,0
8.5,Consult Specialist / Advanced Filtration,Unknown Contamination Risk,0,0,0,0,1,1
7.19,Reverse Osmosis / Ion Exchange,Nervous system damage,1,0,0,0,0,0
8.73,Consult Specialist / Advanced Filtration,Unknown Contamination Risk,1,0,0,0,1,0
7.68,No treatment needed,Healthy,0,0,0,0,0,0
6.3,Activated Carbon Filter + Reverse Osmosis / Ion Exchange,"Brain damage, Nervous system damage",1,1,0,0,0,0
9.47,Activated Carbon Filter + Reverse Osmosis / Ion Exchange,"Brain damage, Nervous system damage",1,1,0,0,0,0
9.36,Ion Exchange / Coagulation + UV Sterilization / Chlorination,"Cholera, Typhoid, Skin lesions, Cancer",0,0,1,0,0,1
7.56,No treatment needed,Healthy,0,0,0,0,0,0
9.41,pH adjustment (Add Acid),Skin irritation,0,0,0,0,0,0
7.69,Activated Alumina + Ion Exchange / Coagulation + UV Sterilization / Chlorination,"Cholera, Typhoid, Skeletal Fluorosis, Skin lesions, Cancer",0,0,1,1,0,1
6.86,No treatment needed,Healthy,0,0,0,0,0,0
9.27,pH adjustment (Add Acid),Skin irritation,0,0,0,0,0,0
8.26,Granular Activated Carbon + UV Sterilization / Chlorination,"Cholera, Typhoid, Hormonal imbalance",0,0,0,0,1,1
4.76,Consult Specialist / Advanced Filtration,Unknown Contamination Risk,0,0,0,0,0,0
4.54,Activated Alumina + Activated Carbon Filter + Ion Exchange / Coagulation,"Brain damage, Skeletal Fluorosis, Skin lesions, Cancer",0,1,1,1,0,0
5.99,Granular Activated Carbon + Reverse Osmosis / Ion Exchange,"Hormonal imbalance, Nervous system damage",1,0,0,0,1,0
4.97,Granular Activated Carbon,Hormonal imbalance,0,0,0,0,1,0
5.8,Activated Alumina,Skeletal Fluorosis,0,0,0,1,0,0
7.03,Activated Carbon Filter + Ion Exchange / Coagulation + UV Sterilization / Chlorination,"Brain damage, Cholera, Typhoid, Skin lesions, Cancer",0,1,1,0,0,1
5.42,UV Sterilization / Chlorination,"Cholera, Typhoid",0,0,0,0,0,1
8.23,No treatment needed,Healthy,0,0,0,0,0,0
5.9,Granular Activated Carbon,Hormonal imbalance,0,0,0,0,1,0
5.19,UV Sterilization / Chlorination,"Cholera, Typhoid",0,0,0,0,0,1
6.54,No treatment needed,Healthy,0,0,0,0,0,0
4.39,pH adjustment (Add Alkaline),Corrosion issues,0,0,0,0,0,0
6.51,Activated Carbon Filter + Ion Exchange / Coagulation,"Brain damage, Skin lesions, Cancer",0,1,1,0,0,0
5.03,Granular Activated Carbon + Ion Exchange / Coagulation,"Hormonal imbalance, Skin lesions, Cancer",0,0,1,0,1,0
4.2,pH adjustment (Add Alkaline),Corrosion issues,0,0,0,0,0,0
8.57,Activated Carbon Filter,Brain damage,0,1,0,0,0,0
9.6,Ion Exchange / Coagulation + UV Sterilization / Chlorination,"Cholera, Typhoid, Skin lesions, Cancer",0,0,1,0,0,1
6.42,Granular Activated Carbon + Reverse Osmosis / Ion Exchange,"Hormonal imbalance, Nervous system damage",1,0,0,0,1,0
8.63,pH adjustment (Add Acid),Skin irritation,0,0,0,0,0,0
7.06,Ion Exchange / Coagulation + UV Sterilization / Chlorination,"Cholera, Typhoid, Skin lesions, Cancer",0,0,1,0,0,1
9.92,Granular Activated Carbon,Hormonal imbalance,0,0,0,0,1,0
4.69,Activated Carbon Filter + Ion Exchange / Coagulation,"Brain damage, Skin lesions, Cancer",0,1,1,0,0,0
8.53,Activated Carbon Filter + Reverse Osmosis / Ion Exchange + UV Sterilization / Chlorination,"Brain damage, Cholera, Typhoid, Nervous system damage",1,1,0,0,0,1
8.16,Activated Carbon Filter + Ion Exchange / Coagulation,"Brain damage, Skin lesions, Cancer",0,1,1,0,0,0
9.84,UV Sterilization / Chlorination,"Cholera, Typhoid",0,0,0,0,0,1
8.56,Granular Activated Carbon + Reverse Osmosis / Ion Exchange + UV Sterilization / Chlorination,"Cholera, Typhoid, Hormonal imbalance, Nervous system damage",1,0,0,0,1,1
4.96,Activated Carbon Filter + Reverse Osmosis / Ion Exchange,"Brain damage, Nervous system damage",1,1,0,0,0,0
6.28,pH adjustment (Add Alkaline),Corrosion issues,0,0,0,0,0,0
8.21,No treatment needed,Healthy,0,0,0,0,0,0
6.31,pH adjustment (Add Alkaline),Corrosion issues,0,0,0,0,0,0
7.17,Ion Exchange / Coagulation + UV Sterilization / Chlorination,"Cholera, Typhoid, Skin lesions, Cancer",0,0,1,0,0,1
7.85,No treatment needed,Healthy,0,0,0,0,0,0
5.69,Activated Alumina + Activated Carbon Filter + UV Sterilization / Chlorination,"Brain damage, Cholera, Typhoid, Skeletal Fluorosis",0,1,0,1,0,1
7.34,Reverse Osmosis / Ion Exchange,Nervous system damage,1,0,0,0,0,0
8.36,Granular Activated Carbon,Hormonal imbalance,0,0,0,0,1,0
7.86,Granular Activated Carbon + Reverse Osmosis / Ion Exchange + UV Sterilization / Chlorination,"Cholera, Typhoid, Hormonal imbalance, Nervous system damage",1,0,0,0,1,1
7.23,Activated Alumina + Activated Carbon Filter + Ion Exchange / Coagulation,"Brain damage, Skeletal Fluorosis, Skin lesions, Cancer",0,1,1,1,0,0
4.62,Activated Alumina + Ion Exchange / Coagulation + UV Sterilization / Chlorination,"Cholera, Typhoid, Skeletal Fluorosis, Skin lesions, Cancer",0,0,1,1,0,1
8.02,Activated Carbon Filter,Brain damage,0,1,0,0,0,0
7.43,Activated Carbon Filter + Reverse Osmosis / Ion Exchange + UV Sterilization / Chlorination,"Brain damage, Cholera, Typhoid, Nervous system damage",1,1,0,0,0,1
5.37,pH adjustment (Add Alkaline),Corrosion issues,0,0,0,0,0,0
4.42,pH adjustment (Add Alkaline),Corrosion issues,0,0,0,0,0,0
7.4,Ion Exchange / Coagulation + UV Sterilization / Chlorination,"Cholera, Typhoid, Skin lesions, Cancer",0,0,1,0,0,1
7.24,Activated Carbon Filter + Reverse Osmosis / Ion Exchange,"Brain damage, Nervous system damage",1,1,0,0,0,0
6.86,Activated Alumina + Activated Carbon Filter,"Brain damage, Skeletal Fluorosis",0,1,0,1,0,0
7.71,Reverse Osmosis / Ion Exchange,Nervous system damage,1,0,0,0,0,0
5.57,Activated Carbon Filter,Brain damage,0,1,0,0,0,0
6.64,Reverse Osmosis / Ion Exchange,Nervous system damage,1,0,0,0,0,0
7.84,No treatment needed,Healthy,0,0,0,0,0,0
6.05,pH adjustment (Add Alkaline),Corrosion issues,0,0,0,0,0,0
6.82,No treatment needed,Healthy,0,0,0,0,0,0
9.54,Activated Carbon Filter + Ion Exchange / Coagulation + Reverse Osmosis / Ion Exchange,"Brain damage, Nervous system damage, Skin lesions, Cancer",1,1,1,0,0,0
7.41,Activated Carbon Filter + Ion Exchange / Coagulation,"Brain damage, Skin lesions, Cancer",0,1,1,0,0,0
4.65,Activated Alumina,Skeletal Fluorosis,0,0,0,1,0,0
9.03,Activated Alumina + Reverse Osmosis / Ion Exchange,"Nervous system damage, Skeletal Fluorosis",1,0,0,1,0,0
9.39,Granular Activated Carbon + Ion Exchange / Coagulation,"Hormonal imbalance, Skin lesions, Cancer",0,0,1,0,1,0
8.1,Consult Specialist / Advanced Filtration,Unknown Contamination Risk,0,0,1,0,1,0
4.36,pH adjustment (Add Alkaline),Corrosion issues,0,0,0,0,0,0
9.2,Granular Activated Carbon,Hormonal imbalance,0,0,0,0,1,0
6.03,pH adjustment (Add Alkaline),Corrosion issues,0,0,0,0,0,0
5.89,Activated Carbon Filter,Brain damage,0,1,0,0,0,0
9.89,Activated Alumina + UV Sterilization / Chlorination,"Cholera, Typhoid, Skeletal Fluorosis",0,0,0,1,0,1
7.23,Consult Specialist / Advanced Filtration,Unknown Contamination Risk,1,0,0,1,1,0
9.59,pH adjustment (Add Acid),Skin irritation,0,0,0,0,0,0
9.48,Activated Alumina + Activated Carbon Filter + Granular Activated Carbon,"Brain damage, Hormonal imbalance, Skeletal Fluorosis",0,1,0,1,1,0
7.27,Consult Specialist / Advanced Filtration,Unknown Contamination Risk,1,0,0,0,0,0
4.22,pH adjustment (Add Alkaline),Corrosion issues,0,0,0,0,0,0
7.51,Activated Carbon Filter + UV Sterilization / Chlorination,"Brain damage, Cholera, Typhoid",0,1,0,0,0,1
7.29,Ion Exchange / Coagulation,"Skin lesions, Cancer",0,0,1,0,0,0
4.82,pH adjustment (Add Alkaline),Corrosion issues,0,0,0,0,0,0
7.49,Ion Exchange / Coagulation + Reverse Osmosis / Ion Exchange,"Nervous system damage, Skin lesions, Cancer",1,0,1,0,0,0
6.4,Activated Carbon Filter + Granular Activated Carbon + UV Sterilization / Chlorination,"Brain damage, Cholera, Typhoid, Hormonal imbalance",0,1,0,0,1,1
5.08,Granular Activated Carbon + Ion Exchange / Coagulation,"Hormonal imbalance, Skin lesions, Cancer",0,0,1,0,1,0
6.21,Consult Specialist / Advanced Filtration,Unknown Contamination Risk,0,1,1,0,0,0
5.54,Reverse Osmosis / Ion Exchange,Nervous system damage,1,0,0,0,0,0
9.55,pH adjustment (Add Acid),Skin irritation,0,0,0,0,0,0
8.56,Activated Alumina,Skeletal Fluorosis,0,0,0,1,0,0
8.98,Granular Activated Carbon + UV Sterilization / Chlorination,"Cholera, Typhoid, Hormonal imbalance",0,0,0,0,1,1
5.49,pH adjustment (Add Alkaline),Corrosion issues,0,0,0,0,0,0
5.57,pH adjustment (Add Alkaline),Corrosion issues,0,0,0,0,0,0
5.54,Activated Carbon Filter + Granular Activated Carbon + UV Sterilization / Chlorination,"Brain damage, Cholera, Typhoid, Hormonal imbalance",0,1,0,0,1,1
8.4,Reverse Osmosis / Ion Exchange + UV Sterilization / Chlorination,"Cholera, Typhoid, Nervous system damage",1,0,0,0,0,1
7.29,Ion Exchange / Coagulation + Reverse Osmosis / Ion Exchange,"Nervous system damage, Skin lesions, Cancer",1,0,1,0,0,0
5.14,Ion Exchange / Coagulation + Reverse Osmosis / Ion Exchange + UV Sterilization / Chlorination,"Cholera, Typhoid, Nervous system damage, Skin lesions, Cancer",1,0,1,0,0,1
8.79,Granular Activated Carbon,Hormonal imbalance,0,0,0,0,1,0
9.8,pH adjustment (Add Acid),Skin irritation,0,0,0,0,0,0
4.65,Activated Carbon Filter + Ion Exchange / Coagulation + Reverse Osmosis / Ion Exchange,"Brain damage, Nervous system damage, Skin lesions, Cancer",1,1,1,0,0,0
9.16,Activated Alumina + UV Sterilization / Chlorination,"Cholera, Typhoid, Skeletal Fluorosis",0,0,0,1,0,1
7.54,Activated Alumina + Ion Exchange / Coagulation + Reverse Osmosis / Ion Exchange,"Nervous system damage, Skeletal Fluorosis, Skin lesions, Cancer",1,0,1,1,0,0
4.2,Activated Alumina + Granular Activated Carbon,"Hormonal imbalance, Skeletal Fluorosis",0,0,0,1,1,0
7.07,Reverse Osmosis / Ion Exchange,Nervous system damage,1,0,0,0,0,0
8.66,Activated Carbon Filter,Brain damage,0,1,0,0,0,0
9.79,UV Sterilization / Chlorination,"Cholera, Typhoid",0,0,0,0,0,1
7.32,Activated Alumina,Skeletal Fluorosis,0,0,0,1,0,0
8.32,Consult Specialist / Advanced Filtration,Unknown Contamination Risk,0,0,0,0,1,0
6.68,No treatment needed,Healthy,0,0,0,0,0,0
5.18,Reverse Osmosis / Ion Exchange,Nervous system damage,1,0,0,0,0,0
6.24,Activated Alumina + Ion Exchange / Coagulation,"Skeletal Fluorosis, Skin lesions, Cancer",0,0,1,1,0,0
6.1,Reverse Osmosis / Ion Exchange + UV Sterilization / Chlorination,"Cholera, Typhoid, Nervous system damage",1,0,0,0,0,1
8.66,Activated Alumina + Activated Carbon Filter,"Brain damage, Skeletal Fluorosis",0,1,0,1,0,0
8.69,Activated Alumina + Activated Carbon Filter + Ion Exchange / Coagulation,"Brain damage, Skeletal Fluorosis, Skin lesions, Cancer",0,1,1,1,0,0
6.72,Activated Alumina,Skeletal Fluorosis,0,0,0,1,0,0
8.67,Activated Alumina,Skeletal Fluorosis,0,0,0,1,0,0
4.82,pH adjustment (Add Alkaline),Corrosion issues,0,0,0,0,0,0
8.55,pH adjustment (Add Acid),Skin irritation,0,0,0,0,0,0
4.77,pH adjustment (Add Alkaline),Corrosion issues,0,0,0,0,0,0
8.71,Activated Alumina + Ion Exchange / Coagulation + UV Sterilization / Chlorination,"Cholera, Typhoid, Skeletal Fluorosis, Skin lesions, Cancer",0,0,1,1,0,1
8.86,Consult Specialist / Advanced Filtration,Unknown Contamination Risk,0,0,0,0,0,0
5.54,Activated Carbon Filter + Granular Activated Carbon + Reverse Osmosis / Ion Exchange,"Brain damage, Hormonal imbalance, Nervous system damage",1,1,0,0,1,0
4.65,UV Sterilization / Chlorination,"Cholera, Typhoid",0,0,0,0,0,1
8.49,Reverse Osmosis / Ion Exchange,Nervous system damage,1,0,0,0,0,0
8.33,Reverse Osmosis / Ion Exchange + UV Sterilization / Chlorination,"Cholera, Typhoid, Nervous system damage",1,0,0,0,0,1
5.48,pH adjustment (Add Alkaline),Corrosion issues,0,0,0,0,0,0
4.96,Activated Carbon Filter + Reverse Osmosis / Ion Exchange,"Brain damage, Nervous system damage",1,1,0,0,0,0
8.51,pH adjustment (Add Acid),Skin irritation,0,0,0,0,0,0
8.59,Activated Alumina + Activated Carbon Filter,"Brain damage, Skeletal Fluorosis",0,1,0,1,0,0
9.85,Activated Carbon Filter + Granular Activated Carbon,"Brain damage, Hormonal imbalance",0,1,0,0,1,0
6.83,Activated Carbon Filter + Granular Activated Carbon,"Brain damage, Hormonal imbalance",0,1,0,0,1,0
8.86,pH adjustment (Add Acid),Skin irritation,0,0,0,0,0,0
9.16,pH adjustment (Add Acid),Skin irritation,0,0,0,0,0,0
7.24,No treatment needed,Healthy,0,0,0,0,0,0
9.0,Activated Alumina + Granular Activated Carbon + Reverse Osmosis / Ion Exchange,"Hormonal imbalance, Nervous system damage, Skeletal Fluorosis",1,0,0,1,1,0
7.21,UV Sterilization / Chlorination,"Cholera, Typhoid",0,0,0,0,0,1
9.37,Activated Alumina + Reverse Osmosis / Ion Exchange,"Nervous system damage, Skeletal Fluorosis",1,0,0,1,0,0
5.86,pH adjustment (Add Alkaline),Corrosion issues,0,0,0,0,0,0
6.06,Granular Activated Carbon + UV Sterilization / Chlorination,"Cholera, Typhoid, Hormonal imbalance",0,0,0,0,1,1
4.82,Activated Alumina + Activated Carbon Filter + Ion Exchange / Coagulation,"Brain damage, Skeletal Fluorosis, Skin lesions, Cancer",0,1,1,1,0,0
9.11,Ion Exchange / Coagulation,"Skin lesions, Cancer",0,0,1,0,0,0
4.42,Granular Activated Carbon,Hormonal imbalance,0,0,0,0,1,0
5.45,Activated Alumina,Skeletal Fluorosis,0,0,0,1,0,0
9.66,Activated Carbon Filter + Ion Exchange / Coagulation + Reverse Osmosis / Ion Exchange,"Brain damage, Nervous system damage, Skin lesions, Cancer",1,1,1,0,0,0
4.83,Activated Alumina + Reverse Osmosis / Ion Exchange + UV Sterilization / Chlorination,"Cholera, Typhoid, Nervous system damage, Skeletal Fluorosis",1,0,0,1,0,1
7.28,Activated Alumina + Activated Carbon Filter + UV Sterilization / Chlorination,"Brain damage, Cholera, Typhoid, Skeletal Fluorosis",0,1,0,1,0,1
6.99,No treatment needed,Healthy,0,0,0,0,0,0
8.43,Activated Alumina + Granular Activated Carbon,"Hormonal imbalance, Skeletal Fluorosis",0,0,0,1,1,0
6.22,Granular Activated Carbon,Hormonal imbalance,0,0,0,0,1,0
8.8,Reverse Osmosis / Ion Exchange + UV Sterilization / Chlorination,"Cholera, Typhoid, Nervous system damage",1,0,0,0,0,1
8.16,Ion Exchange / Coagulation + Reverse Osmosis / Ion Exchange,"Nervous system damage, Skin lesions, Cancer",1,0,1,0,0,0
8.19,Activated Alumina,Skeletal Fluorosis,0,0,0,1,0,0
6.28,Ion Exchange / Coagulation,"Skin lesions, Cancer",0,0,1,0,0,0
9.34,pH adjustment (Add Acid),Skin irritation,0,0,0,0,0,0
9.76,Activated Carbon Filter,Brain damage,0,1,0,0,0,0
5.32,Activated Alumina + Activated Carbon Filter + Granular Activated Carbon,"Brain damage, Hormonal imbalance, Skeletal Fluorosis",0,1,0,1,1,0
6.42,UV Sterilization / Chlorination,"Cholera, Typhoid",0,0,0,0,0,1
9.38,Reverse Osmosis / Ion Exchange + UV Sterilization / Chlorination,"Cholera, Typhoid, Nervous system damage",1,0,0,0,0,1
4.29,Activated Carbon Filter,Brain damage,0,1,0,0,0,0
9.98,pH adjustment (Add Acid),Skin irritation,0,0,0,0,0,0
6.84,UV Sterilization / Chlorination,"Cholera, Typhoid",0,0,0,0,0,1
8.47,Reverse Osmosis / Ion Exchange,Nervous system damage,1,0,0,0,0,0
8.8,pH adjustment (Add Acid),Skin irritation,0,0,0,0,0,0
8.81,Consult Specialist / Advanced Filtration,Unknown Contamination Risk,0,0,0,0,0,0
4.8,pH adjustment (Add Alkaline),Corrosion issues,0,0,0,0,0,0
9.75,Activated Carbon Filter + Ion Exchange / Coagulation,"Brain damage, Skin lesions, Cancer",0,1,1,0,0,0
9.38,Activated Alumina + Activated Carbon Filter + Reverse Osmosis / Ion Exchange,"Brain damage, Nervous system damage, Skeletal Fluorosis",1,1,0,1,0,0
4.63,Granular Activated Carbon + Ion Exchange / Coagulation,"Hormonal imbalance, Skin lesions, Cancer",0,0,1,0,1,0
8.81,Activated Alumina + Activated Carbon Filter,"Brain damage, Skeletal Fluorosis",0,1,0,1,0,0
9.17,Reverse Osmosis / Ion Exchange + UV Sterilization / Chlorination,"Cholera, Typhoid, Nervous system damage",1,0,0,0,0,1
8.58,Reverse Osmosis / Ion Exchange,Nervous system damage,1,0,0,0,0,0
5.05,Activated Carbon Filter + Granular Activated Carbon + Reverse Osmosis / Ion Exchange,"Brain damage, Hormonal imbalance, Nervous system damage",1,1,0,0,1,0
8.08,Activated Alumina + Granular Activated Carbon + UV Sterilization / Chlorination,"Cholera, Typhoid, Hormonal imbalance, Skeletal Fluorosis",0,0,0,1,1,1
7.56,No treatment needed,Healthy,0,0,0,0,0,0
7.96,Reverse Osmosis / Ion Exchange,Nervous system damage,1,0,0,0,0,0
4.49,Granular Activated Carbon,Hormonal imbalance,0,0,0,0,1,0
4.79,Ion Exchange / Coagulation + Reverse Osmosis / Ion Exchange + UV Sterilization / Chlorination,"Cholera, Typhoid, Nervous system damage, Skin lesions, Cancer",1,0,1,0,0,1
9.35,pH adjustment (Add Acid),Skin irritation,0,0,0,0,0,0
7.07,No treatment needed,Healthy,0,0,0,0,0,0
4.56,Ion Exchange / Coagulation + UV Sterilization / Chlorination,"Cholera, Typhoid, Skin lesions, Cancer",0,0,1,0,0,1
4.83,Activated Alumina + Activated Carbon Filter,"Brain damage, Skeletal Fluorosis",0,1,0,1,0,0
7.06,Activated Alumina + Ion Exchange / Coagulation + Reverse Osmosis / Ion Exchange,"Nervous system damage, Skeletal Fluorosis, Skin lesions, Cancer",1,0,1,1,0,0
5.95,Activated Alumina + Granular Activated Carbon + Reverse Osmosis / Ion Exchange,"Hormonal imbalance, Nervous system damage, Skeletal Fluorosis",1,0,0,1,1,0
9.92,pH adjustment (Add Acid),Skin irritation,0,0,0,0,0,0
6.35,Activated Alumina + Reverse Osmosis / Ion Exchange + UV Sterilization / Chlorination,"Cholera, Typhoid, Nervous system damage, Skeletal Fluorosis",1,0,0,1,0,1
4.89,pH adjustment (Add Alkaline),Corrosion issues,0,0,0,0,0,0
7.16,Activated Carbon Filter + Reverse Osmosis / Ion Exchange + UV Sterilization / Chlorination,"Brain damage, Cholera, Typhoid, Nervous system damage",1,1,0,0,0,1
9.74,Activated Alumina + Ion Exchange / Coagulation + UV Sterilization / Chlorination,"Cholera, Typhoid, Skeletal Fluorosis, Skin lesions, Cancer",0,0,1,1,0,1
9.09,pH adjustment (Add Acid),Skin irritation,0,0,0,0,0,0
8.52,Ion Exchange / Coagulation,"Skin lesions, Cancer",0,0,1,0,0,0
4.21,pH adjustment (Add Alkaline),Corrosion issues,0,0,0,0,0,0
4.47,Activated Alumina + Ion Exchange / Coagulation + UV Sterilization / Chlorination,"Cholera, Typhoid, Skeletal Fluorosis, Skin lesions, Cancer",0,0,1,1,0,1
5.03,Reverse Osmosis / Ion Exchange,Nervous system damage,1,0,0,0,0,0
7.95,Granular Activated Carbon + Ion Exchange / Coagulation + Reverse Osmosis / Ion Exchange,"Hormonal imbalance, Nervous system damage, Skin lesions, Cancer",1,0,1,0,1,0
8.19,Reverse Osmosis / Ion Exchange + UV Sterilization / Chlorination,"Cholera, Typhoid, Nervous system damage",1,0,0,0,0,1
4.52,Activated Carbon Filter + Granular Activated Carbon,"Brain damage, Hormonal imbalance",0,1,0,0,1,0
4.76,Activated Alumina + Granular Activated Carbon,"Hormonal imbalance, Skeletal Fluorosis",0,0,0,1,1,0
9.2,Ion Exchange / Coagulation,"Skin lesions, Cancer",0,0,1,0,0,0
6.47,Activated Alumina + Ion Exchange / Coagulation + Reverse Osmosis / Ion Exchange,"Nervous system damage, Skeletal Fluorosis, Skin lesions, Cancer",1,0,1,1,0,0
7.03,Ion Exchange / Coagulation,"Skin lesions, Cancer",0,0,1,0,0,0
